AgeConducteur,SexeConducteur,BonusMalus,FrequencePaiement,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
40.0,M,50.0,Quarterly,11.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Center,474.6
44.0,F,50.0,Half-yearly,0.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,491.3
38.0,M,55.00000000000001,Annual,6.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,216.5
25.0,F,80.0,Quarterly,10.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,552.6
77.0,M,50.0,Annual,2.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,387.3
28.0,M,80.0,Half-yearly,9.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,South West,418.1
28.0,M,80.0,Half-yearly,1.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,706.2
41.0,M,50.0,Annual,9.0,Medium low,P14,Diesel,Private+trip to office,Closed collective parking,Headquarters,370.0
45.0,F,68.0,Half-yearly,9.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,183.8
34.0,M,50.0,Half-yearly,26.0,Cheap,P2,Regular,Private+trip to office,Closed zbox,Headquarters,141.3
38.0,M,50.0,Half-yearly,10.0,Medium low,P14,Diesel,Private+trip to office,Street,Center,247.1
52.0,F,50.0,Annual,7.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,253.1
31.0,M,90.0,Half-yearly,6.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,489.7
53.0,M,50.0,Half-yearly,13.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,183.0
27.0,M,80.0,Half-yearly,8.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,335.9
21.0,M,90.0,Quarterly,11.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,566.8
27.0,M,95.0,Half-yearly,6.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,707.9
52.0,F,56.99999999999999,Half-yearly,12.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,184.8
52.0,F,55.00000000000001,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,South West,217.6
50.0,F,50.0,Half-yearly,22.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,99.3
34.0,M,50.0,Half-yearly,7.0,Medium low,P15,Regular,Private+trip to office,Street,Center,566.8
42.0,M,64.0,Half-yearly,4.0,Medium,P15,Regular,Private+trip to office,Closed collective parking,Headquarters,953.2
37.0,F,50.0,Annual,6.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,423.7
29.0,F,73.0,Half-yearly,6.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,South West,444.2
61.0,M,53.0,Annual,1.0,Medium,P14,Regular,Private+trip to office,Closed zbox,Paris area,599.0
37.0,M,50.0,Annual,14.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,140.0
37.0,M,50.0,Half-yearly,8.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,458.6
47.0,M,50.0,Annual,4.0,Cheap,P11,Diesel,Private+trip to office,Street,Headquarters,519.2
22.0,M,85.0,Half-yearly,12.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Paris area,483.2
32.0,F,95.0,Half-yearly,1.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,743.7
52.0,M,95.0,Quarterly,8.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,South West,596.7
25.0,M,76.0,Half-yearly,10.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Headquarters,478.2
62.0,M,62.0,Annual,12.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,265.4
36.0,F,76.0,Half-yearly,14.0,Cheap,P10,Regular,Private+trip to office,Street,Center,260.7
33.0,F,50.0,Half-yearly,12.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,147.3
38.0,M,85.0,Half-yearly,10.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,South West,387.2
34.0,M,80.0,Half-yearly,14.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Paris area,343.0
38.0,F,56.99999999999999,Half-yearly,5.0,Cheap,P11,Regular,Private+trip to office,Street,Center,406.5
40.0,M,50.0,Annual,10.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,226.3
48.0,M,50.0,Annual,3.0,Expensive,P14,Diesel,Private+trip to office,Closed zbox,Paris area,760.3
51.0,M,85.0,Quarterly,10.0,Cheap,P7,Regular,Private+trip to office,Closed collective parking,Center,346.1
38.0,M,50.0,Annual,2.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Paris area,402.0
65.0,F,50.0,Annual,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,278.3
39.0,F,50.0,Half-yearly,13.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,South West,194.4
46.0,F,50.0,Annual,21.0,Cheap,P4,Regular,Private+trip to office,Closed zbox,Headquarters,104.3
47.0,F,50.0,Half-yearly,2.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,366.4
36.0,M,50.0,Half-yearly,9.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,432.4
46.0,M,50.0,Annual,0.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,218.2
40.0,F,56.00000000000001,Annual,1.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,536.2
28.0,M,72.0,Half-yearly,16.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,219.6
70.0,M,50.0,Annual,25.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,188.4
62.0,M,50.0,Half-yearly,4.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Center,416.2
26.0,M,53.0,Quarterly,2.0,Cheap,P12,Diesel,Professional,Closed zbox,Center,551.4
64.0,M,50.0,Annual,18.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,106.9
54.0,F,50.0,Half-yearly,4.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,289.7
30.0,M,56.99999999999999,Annual,1.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,493.9
37.0,M,50.0,Half-yearly,2.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,409.6
25.0,F,72.0,Half-yearly,1.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,486.3
48.0,F,72.0,Half-yearly,7.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,454.8
43.0,M,50.0,Annual,5.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,415.7
40.0,M,62.0,Annual,7.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,461.2
51.0,M,72.0,Half-yearly,11.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,265.0
46.0,F,50.0,Half-yearly,5.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,251.4
25.0,M,80.0,Half-yearly,23.0,Medium,P11,Diesel,Private+trip to office,Closed collective parking,Center,454.5
35.0,F,56.99999999999999,Half-yearly,1.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,South West,316.8
61.0,M,50.0,Annual,8.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,250.4
55.0,M,56.00000000000001,Half-yearly,14.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,259.8
51.0,M,66.0,Annual,5.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,558.2
40.0,F,50.0,Annual,3.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,South West,264.5
43.0,F,56.99999999999999,Half-yearly,5.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,South West,411.1
19.0,M,95.0,Half-yearly,8.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Paris area,659.6
30.0,M,56.99999999999999,Half-yearly,5.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,531.5
27.0,M,72.0,Half-yearly,4.0,Medium low,P14,Diesel,Private+trip to office,Closed collective parking,Headquarters,730.6
52.0,M,50.0,Annual,7.0,Medium,P14,Regular,Private+trip to office,Closed zbox,Headquarters,288.6
56.0,F,77.0,Half-yearly,13.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,374.2
36.0,M,80.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,646.9
30.0,M,100.0,Half-yearly,15.0,Cheap,P10,Diesel,Private+trip to office,Street,Paris area,621.5
25.0,F,72.0,Annual,11.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Paris area,313.7
57.0,F,50.0,Annual,21.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,139.7
57.0,F,50.0,Annual,5.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Paris area,312.6
30.0,F,95.0,Annual,5.0,Cheap,P9,Regular,Private+trip to office,Street,Paris area,688.1
30.0,F,64.0,Annual,3.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,599.8
28.0,F,68.0,Half-yearly,6.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,326.0
35.0,M,50.0,Half-yearly,7.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,351.2
37.0,F,50.0,Annual,10.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,170.8
35.0,M,68.0,Quarterly,6.0,Cheap,P12,Regular,Private+trip to office,Street,Paris area,757.4
35.0,F,60.0,Half-yearly,4.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,502.8
35.0,F,50.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,463.3
56.0,M,140.0,Half-yearly,16.0,Cheap,P9,Diesel,Private+trip to office,Street,Center,755.1
29.0,M,60.0,Half-yearly,6.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,546.2
32.0,M,64.0,Half-yearly,7.0,Medium high,P15,Diesel,Private+trip to office,Opened collective parking,Headquarters,897.5
43.0,M,50.0,Half-yearly,11.0,Cheap,P10,Diesel,Professional,Closed zbox,South West,256.2
28.0,M,68.0,Annual,0.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,548.3
24.0,M,90.0,Annual,9.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,401.1
47.0,F,50.0,Annual,10.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,244.3
43.0,F,50.0,Quarterly,7.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,South West,296.5
51.0,F,50.0,Annual,11.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,141.6
52.0,M,55.00000000000001,Annual,2.0,Medium low,P13,Diesel,Professional,Closed collective parking,Center,473.4
27.0,M,68.0,Annual,4.0,Cheap,P12,Regular,Professional,Closed zbox,South West,582.8
54.0,M,55.00000000000001,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,301.6
44.0,M,60.0,Annual,10.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,311.6
55.0,M,50.0,Annual,8.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,285.0
24.0,M,112.0,Quarterly,1.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,850.8
29.0,M,95.0,Quarterly,19.0,Cheap,P10,Regular,Private+trip to office,Street,South West,402.4
31.0,F,56.99999999999999,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Street,Center,501.5
46.0,F,55.00000000000001,Half-yearly,4.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,451.3
30.0,M,60.0,Half-yearly,9.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,383.2
46.0,M,50.0,Half-yearly,4.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,387.7
58.0,M,76.0,Half-yearly,8.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,359.4
26.0,F,72.0,Half-yearly,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,210.2
43.0,F,50.0,Half-yearly,6.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,South West,159.9
31.0,M,56.99999999999999,Half-yearly,3.0,Medium,P15,Diesel,Private+trip to office,Closed zbox,Paris area,704.7
56.0,M,51.0,Annual,8.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,South West,188.0
29.0,F,85.0,Quarterly,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,551.6
41.0,M,50.0,Annual,10.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,144.3
36.0,F,63.0,Half-yearly,0.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Paris area,917.6
68.0,M,90.0,Annual,8.0,Cheap,P12,Regular,Private+trip to office,Street,South West,739.0
42.0,M,50.0,Half-yearly,15.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,236.6
35.0,F,72.0,Quarterly,10.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,367.4
41.0,M,50.0,Annual,4.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,368.1
49.0,M,62.0,Half-yearly,9.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Paris area,262.8
40.0,M,85.0,Quarterly,11.0,Cheap,P9,Regular,Private+trip to office,Street,Center,294.7
57.0,M,50.0,Annual,3.0,Medium low,P15,Diesel,Private+trip to office,Closed zbox,Headquarters,852.2
41.0,M,50.0,Monthly,12.0,Cheap,P14,Regular,Private+trip to office,Opened collective parking,South West,266.8
26.0,M,76.0,Half-yearly,6.0,Cheap,P9,Regular,Private+trip to office,Street,Center,423.8
27.0,F,50.0,Half-yearly,0.0,Cheap,P12,Diesel,Professional,Street,Center,670.0
56.0,F,50.0,Half-yearly,12.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,488.5
32.0,M,90.0,Half-yearly,11.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,362.3
26.0,F,80.0,Half-yearly,24.0,Cheap,P5,Regular,Private+trip to office,Opened collective parking,Center,173.6
48.0,M,50.0,Half-yearly,0.0,Medium,P13,Regular,Private+trip to office,Closed zbox,Headquarters,967.1
54.0,M,50.0,Half-yearly,9.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,279.1
45.0,F,85.0,Quarterly,15.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,265.6
36.0,F,56.99999999999999,Annual,3.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,601.6
60.0,M,90.0,Half-yearly,7.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Paris area,1079.6
44.0,F,50.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,South West,227.2
27.0,M,90.0,Half-yearly,17.0,Cheap,P5,Regular,Private+trip to office,Opened collective parking,Paris area,283.2
28.0,M,100.0,Half-yearly,13.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,440.4
37.0,M,51.0,Quarterly,7.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,328.7
66.0,M,50.0,Half-yearly,20.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,191.3
49.0,F,80.0,Half-yearly,1.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,552.6
43.0,M,76.0,Annual,5.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,313.6
26.0,F,68.0,Half-yearly,12.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,South West,282.8
42.0,M,50.0,Half-yearly,6.0,Expensive,P14,Diesel,Private+trip to office,Closed zbox,Paris area,573.8
41.0,M,50.0,Half-yearly,1.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,471.4
42.0,M,50.0,Annual,9.0,Cheap,P10,Diesel,Professional,Closed collective parking,South West,225.3
32.0,F,50.0,Annual,12.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,117.7
64.0,M,50.0,Annual,14.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,143.8
46.0,F,55.00000000000001,Half-yearly,4.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,329.1
59.0,M,54.0,Annual,9.0,Medium low,P13,Regular,Professional,Street,Headquarters,269.8
51.0,F,100.0,Quarterly,15.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,310.3
34.0,M,56.99999999999999,Half-yearly,5.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,South West,512.1
42.0,F,50.0,Half-yearly,10.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,156.1
33.0,M,76.0,Half-yearly,4.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,641.6
40.0,F,50.0,Monthly,0.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Paris area,571.6
29.0,M,80.0,Annual,11.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,257.7
54.0,M,50.0,Annual,8.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,Center,705.7
40.0,M,95.0,Half-yearly,5.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Headquarters,754.1
56.0,F,50.0,Annual,9.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,433.1
58.0,M,80.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,427.0
45.0,F,50.0,Half-yearly,9.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,Headquarters,930.6
50.0,M,50.0,Annual,2.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,514.0
42.0,M,67.0,Half-yearly,15.0,Cheap,P9,Regular,Private+trip to office,Street,Center,233.6
37.0,F,50.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,192.8
30.0,M,100.0,Annual,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,348.3
64.0,M,60.0,Annual,2.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,586.5
34.0,M,52.0,Half-yearly,6.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,South West,481.4
31.0,F,64.0,Annual,4.0,Medium,P14,Regular,Private+trip to office,Opened collective parking,South West,867.0
24.0,M,85.0,Monthly,5.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,515.8
56.0,M,50.0,Half-yearly,14.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,162.0
27.0,F,80.0,Annual,13.0,Cheap,P5,Regular,Private+trip to office,Street,Center,207.0
37.0,F,50.0,Half-yearly,13.0,Cheap,P11,Regular,Private+trip to office,Street,South West,178.7
33.0,M,54.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,432.2
33.0,M,60.0,Annual,10.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,209.2
34.0,F,50.0,Half-yearly,13.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Paris area,168.9
21.0,M,95.0,Quarterly,23.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,326.3
44.0,M,68.0,Half-yearly,8.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,339.2
31.0,M,64.0,Annual,13.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,185.2
53.0,F,50.0,Half-yearly,1.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,348.7
35.0,F,50.0,Half-yearly,12.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,336.6
42.0,M,50.0,Annual,0.0,Cheap,P14,Diesel,Private+trip to office,Opened collective parking,Headquarters,815.2
47.0,M,50.0,Half-yearly,6.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,279.3
34.0,M,56.99999999999999,Half-yearly,6.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,532.5
50.0,F,50.0,Half-yearly,13.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,139.2
61.0,F,50.0,Annual,2.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,282.2
32.0,M,51.0,Annual,12.0,Cheap,P10,Regular,Private+trip to office,Street,Center,197.8
27.0,F,68.0,Half-yearly,20.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,147.6
46.0,M,50.0,Half-yearly,13.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,195.7
45.0,M,50.0,Half-yearly,5.0,Medium,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,424.0
35.0,M,72.0,Quarterly,16.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,341.7
34.0,F,50.0,Half-yearly,1.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,579.8
40.0,F,50.0,Annual,5.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,491.1
27.0,F,112.0,Half-yearly,13.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,561.5
35.0,M,72.0,Half-yearly,8.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,South West,530.3
35.0,F,56.99999999999999,Half-yearly,11.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,225.5
47.0,M,50.0,Quarterly,7.0,Cheap,P10,Diesel,Private+trip to office,Street,Paris area,227.6
35.0,M,64.0,Half-yearly,10.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,223.7
40.0,F,60.0,Annual,5.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,283.6
49.0,M,50.0,Annual,8.0,Cheap,P9,Diesel,Professional,Closed zbox,Center,190.2
